X,Y,objectid,stncode,stnname,city2,state,stfips
-72.626378999646974,42.318857999967925,261,NHT,"Northampton, MA",Northampton,MA,25
-89.927544000272121,41.24576500014777,262,KEE,"Kewanee, Illinois",Kewanee,IL,17
-72.626100999812607,41.913956000123356,263,WNL,"Windsor Locks, Connecticut",Windsor Locks,CT,09
-86.25237200043108,41.837411999703875,264,NLS,"Niles, Michigan",Niles,MI,26
-104.437885999587195,36.901072000339461,265,RAT,"Raton, New Mexico",Raton,NM,35
-81.434202000030737,27.496631999745222,266,SBG,"Sebring, Florida",Sebring,FL,12
-121.237298999713815,38.79100600001059,267,RLN,"Rocklin, California",Rocklin,CA,06
-80.082444000351728,42.120847000223769,268,ERI,"Erie, Pennsylvania",Erie,PA,42
-72.76527399988295,41.635595000112026,269,BER,"Berlin, Connecticut",Berlin,CT,09
-72.556497000146592,42.850849000324409,270,BRA,"Brattleboro, Vermont",Brattleboro,VT,50
-93.764894000311969,41.037116000219612,271,OSC,"Osceola, Iowa",Osceola,IA,19
-91.012717000428367,38.561465999674688,272,WAH,"Washington, Missouri",Washington,MO,29
-121.083187000298949,38.90363799995442,273,ARN,"Auburn, California",Auburn,CA,06
-70.376225000423574,43.514326000107907,274,ORB,"Old Orchard Beach, Maine (Seasonal)",Old Orchard Beach,ME,23
-108.740547999626969,35.529176000032379,275,GLP,"Gallup, New Mexico",Gallup,NM,35
-97.345791999928849,31.095883000236626,276,TPL,"Temple, Texas",Temple,TX,48
-75.820929000422638,39.985688000163755,277,COT,"Coatesville, Pennsylvania",Coatesville,PA,42
-117.619732999992848,33.419644999750332,278,SNP,"San Clemente Pier, California",San Clemente Pier,CA,06
-88.636601000300359,40.87965199975897,279,PON,"Pontiac, Illinois",Pontiac,IL,17
-77.993420999592075,38.472360000221784,280,CLP,"Culpeper, Virginia",Culpeper,VA,51
-120.306551999690186,47.421556000104147,281,WEN,"Wenatchee, Washington",Wenatchee,WA,53
-90.176453999792855,33.517158999653745,282,GWD,"Greenwood, Mississippi",Greenwood,MS,28
-122.595924999727259,45.36614599986563,283,ORC,"Oregon City, Oregon",Oregon City,OR,41
-96.713169999970361,40.815870999838182,284,LNK,"Lincoln, Nebraska",Lincoln,NE,31
-120.185386999707859,39.32761600003245,285,TRU,"Truckee, California",Truckee,CA,06
-106.495644000164035,31.757346000010443,286,ELP,"El Paso, Texas",El Paso,TX,48
-81.951873999689951,28.045603000337614,287,LKL,"Lakeland, Florida",Lakeland,FL,12
-89.777450999658043,43.626508999906733,288,WDL,"Wisconsin Dells, Wisconsin",Wisconsin Dells,WI,55
-72.981538000269978,43.605755999829931,289,RUD,"Rutland, Vermont",Rutland,VT,50
-89.012609000352469,43.34061100023775,290,CBS,"Columbus, Wisconsin",Columbus,WI,55
-97.110834999913664,47.917522000166393,291,GFK,"Grand Forks, North Dakota",Grand Forks,ND,38
-79.063291000355676,43.108736000001151,292,NFS,VIA Rail Canada Station,Niagara Falls,ND,38
-93.740899999971418,38.762750000314796,293,WAR,"Warrensburg, Missouri",Warrensburg,MO,29
-113.219522999844344,48.442333000062831,294,GPK,"East Glacier Park, Montana",East Glacier Park,MT,30
-97.344885999557448,38.046976000313798,295,NEW,"Newton, Kansas",Newton,KS,20
-72.317272000012025,43.647785000245143,296,WRJ,"White River Jct., Vermont",White River Junction,VT,50
-79.546892999577651,40.304986000158927,297,GNB,"Greensburg, Pennsylvania",Greensburg,PA,42
-91.550772000259727,40.971178999906982,298,MTP,"Mt. Pleasant, Iowa",Mount Pleasant,IA,19
-73.446283999657254,44.696728000267584,299,PLB,"Plattsburgh, New York",Plattsburgh,NY,36
-80.091153999769546,26.454020999605131,300,DLB,"Delray Beach, Florida",Delray Beach,FL,12
-121.845861000107874,39.723259000085783,301,CIC,"Chico, California",Chico,CA,06
-78.280098999757044,35.532785999938156,302,SSM,"Selma, North Carolina",Selma-Smithfield,NC,37
-75.753513000344682,39.669685999790893,303,NRK,"Newark, Delaware",Newark,DE,10
-83.292325000109159,42.63277099991641,304,PNT,"Pontiac, Michigan",Pontiac,MI,26
-90.505331000029813,43.986006999750444,305,TOH,"Tomah, Wisconsin",Tomah,WI,55
-117.369988000245826,33.975669999685941,306,RIV,"Riverside, California",Riverside-Downtown,CA,06
-86.484484000008806,42.109079999837682,307,SJM,"St. Joseph, Michigan",St. Joseph-Benton Harbor,MI,26
-83.982319999660803,42.909495000281588,308,DRD,"Durand, Michigan",Durand,MI,26
-81.640470999613541,29.64973399997255,309,PAK,"Palatka, Florida",Palatka,FL,12
-120.573409999922731,34.962926999678153,310,GUA,"Guadalupe, California",Guadalupe,CA,06
-79.829025999613719,33.663882000286478,311,KTR,"Kingstree, South Carolina",Kingstree,SC,45
-90.462168999685048,30.507179999961597,312,HMD,"Hammond, Louisiana",Hammond,LA,22
-92.414929000210847,41.018815000118494,313,OTM,"Ottumwa, Iowa",Ottumwa,IA,19
-87.871544999836303,41.815633999724682,314,LAG,"La Grange, Illinois",LaGrange Road,IL,17
-120.687859999731486,35.622683000096217,315,PRB,"Paso Robles, California",Paso Robles,CA,06
-82.4134859998331,34.858255999875503,316,GRV,"Greenville, South Carolina",Greenville,SC,45
-84.537061000180472,39.109927000127627,317,CIN,"Cincinnati, Ohio",Cincinnati,OH,39
-117.310658999969888,34.104112000347939,318,SNB,"San Bernardino (Amtrak Station), California",San Bernardino,CA,06
-109.678352000130985,48.554464999922516,319,HAV,"Havre, Montana",Havre,MT,30
-97.443012999799336,35.219962999951228,320,NOR,"Norman, Oklahoma",Norman,OK,40
-92.493383999759985,40.029219999706747,321,LAP,"La Plata, Missouri",La Plata,MO,29
-78.758000000030165,39.650627999745979,322,CUM,"Cumberland, Maryland",Cumberland,MD,24
-94.149092999923141,45.56774800022108,323,SCD,"St. Cloud, Minnesota",St. Cloud,MN,27
-70.102358000289541,43.855034999776656,324,FRE,"Freeport, ME",Freeport,ME,23
-105.879968000286553,35.480972999659059,325,LMY,"Lamy, New Mexico",Lamy,NM,35
-122.393370000245042,40.583594999849637,326,RDD,"Redding (Amtrak Station), California",Redding,CA,06
-112.047137000142243,33.056284000111106,327,MRC,"Maricopa, Arizona",Maricopa,AZ,04
-87.809741999741917,41.794911999900407,328,SMT,"Summit, Illinois",Summit,IL,17
-77.961013999934679,39.458660999759864,329,MRB,"Martinsburg, West Virginia",Martinsburg,WV,54
-111.856648999802943,48.506747999978984,330,SBY,"Shelby, Montana",Shelby,MT,30
-80.846900999692764,32.688286000049764,331,YEM,"Yemassee, South Carolina",Yemassee,SC,45
-82.439734999708833,38.415819999880014,332,HUN,"Huntington, West Virginia",Huntington,WV,54
-87.560227999973591,33.19316500022402,333,TCL,"Tuscaloosa, Alabama",Tuscaloosa,AL,01
-121.781594000240929,43.216783999958956,334,CMO,"Chemult, Oregon",Chemult,OR,41
-74.219499999718238,42.953718999821056,335,AMS,"Amsterdam, New York",Amsterdam,NY,36
-95.664915999988381,39.051414999812621,336,TOP,"Topeka, Kansas",Topeka,KS,20
-88.696568000260825,32.364165999816642,337,MEI,"Meridian, Mississippi",Meridian,MS,28
-89.889276000035679,39.279294999917134,338,CRV,"Carlinville, Illinois",Carlinville,IL,17
-81.882172999939527,31.605588999629536,339,JSP,"Jesup, Georgia",Jesup,GA,13
-73.580550000098768,43.269602999868972,340,FED,"Fort Edward-Glens Falls, New York",Fort Edward-Glens Falls,NY,36
-77.247851999872779,38.658914999759304,341,WDB,"Woodbridge, Virginia",Woodbridge,VA,51
-114.052816000368964,35.188278999928727,342,KNG,"Kingman, Arizona",Kingman,AZ,04
-93.228705999678311,38.711604000007974,343,SED,"Sedalia, Missouri",Sedalia,MO,29
-81.638493999912669,38.346367999788619,344,CHW,"Charleston, West Virginia",Charleston,WV,54
-82.717865999764271,41.440670999776508,345,SKY,"Sandusky, Ohio",Sandusky,OH,39
-89.286463000067684,31.326920999930778,346,HBG,"Hattiesburg, Mississippi",Hattiesburg,MS,28
-77.580047000375174,40.588309000083903,347,LEW,"Lewistown, Pennsylvania",Lewistown,PA,42
-83.306153999766153,43.049519999979474,348,LPE,"Lapeer, Michigan",Lapeer,MI,26
-88.430706999737907,41.089853999842077,349,DWT,"Dwight, Illinois",Dwight,IL,17
-72.825220999751934,41.456969000157024,350,WFD,"Wallingford, Connecticut",Wallingford,CT,09
-91.101951000056062,40.805787999767901,351,BRL,"Burlington, Iowa",Burlington,IA,19
-75.44996000024382,43.199425000300643,352,ROM,"Rome, New York",Rome,NY,36
-72.642252999675222,41.852012999872933,353,WND,"Windsor, Connecticut",Windsor,CT,09
-105.817387999692244,39.947566000083079,354,WIP,"Winter Park/Fraser, Colorado",Fraser-Winter Park,CO,08
-89.240253999619142,38.012327999877158,355,DQN,"Du Quoin, Illinois",Du Quoin,IL,17
-121.271887000184975,38.133200999956962,356,LOD,"Lodi, California",Lodi,CA,06
-95.230538999560011,38.971166000263111,357,LRC,"Lawrence, Kansas",Lawrence,KS,20
-92.537065999788453,44.566213999846056,358,RDW,"Red Wing, Minnesota",Red Wing,MN,27
-112.190106000328896,35.251949999943022,359,WMJ,"Williams Junction, Arizona",Williams Junction,AZ,04
-114.60463499956002,34.839963999977826,360,NDL,"Needles, California",Needles,CA,06
-94.366995000077324,32.551548999693019,361,MHL,"Marshall, Texas",Marshall,TX,48
-94.429711000215718,39.086917000241847,362,IDP,"Independence, Missouri",Independence,MO,29
-120.605000999620458,34.682704000194867,363,LPS,"Lompoc-Surf, California",Lompoc-Surf,CA,06
-120.643965000166034,47.606493000156654,364,LWA,"Leavenworth, WA",Leavenworth,WA,53
-74.446265000349413,40.496521999883591,365,NBK,"New Brunswick, New Jersey",New Brunswick,NJ,34
-73.253800000248816,42.451557999994868,366,PIT,"Pittsfield, Massachusetts",Pittsfield,MA,25
-89.467626999797574,43.547078999905921,367,POG,"Portage, Wisconsin",Portage,WI,55
-72.606393999858099,44.255748999716516,368,MPR,"Montpelier, Vermont",Montpelier-Berlin,VT,50
-79.372300999906216,34.417647000275259,369,DIL,"Dillon, South Carolina",Dillon,SC,45
-117.293204000075804,33.047109000035178,370,ENC,"Encinitas, CA",Encinitas,CA,06
-115.750530000435333,40.836482999960225,371,ELK,"Elko, Nevada",Elko,NV,32
-116.545583000312575,48.276234000153742,372,SPT,"Sandpoint, Idaho",Sandpoint,ID,16
-100.873256000183886,37.964365000286534,373,GCK,"Garden City, Kansas",Garden City,KS,20
-77.731078000249468,39.324452000160441,374,HFY,"Harpers Ferry, West Virginia",Harpers Ferry,WV,54
-80.892232000257366,37.675036999928551,375,HIN,"Hinton, West Virginia",Hinton,WV,54
-117.350729999829923,33.160989000124388,376,CBV,"Carlsbad Village, CA",Carlsbad Village,CA,06
-97.125509999667642,34.172464999671,377,ADM,"Ardmore, Oklahoma",Ardmore,OK,40
-79.383967999914432,36.584089999878685,378,DAN,"Danville, Virginia",Danville,VA,51
-79.390303000146403,35.175068999822152,379,SOP,"Southern Pines, North Carolina",Southern Pines,NC,37
-117.318743000297133,33.109247999782596,380,POI,"Carlsbad Poinsettia, CA",Carlsbad Poinsettia,CA,06
-103.543575999688969,37.988249000330534,381,LAJ,"La Junta, Colorado",La Junta,CO,08
-97.941048999649183,29.876571000347319,382,SMC,"San Marcos, Texas",San Marcos,TX,48
-92.014519000287507,30.226547999863978,383,LFT,"Lafayette, Louisiana",Lafayette,LA,22
-117.292956000378751,34.537200000078187,384,VRV,"Victorville, California",Victorville,CA,06
-91.33698300041425,40.622590999747267,385,FMD,"Fort Madison, Iowa",Fort Madison,IA,19
-88.538272000392112,41.662383999887105,386,PLO,"Plano, Illinois",Plano,IL,17
-97.140895999799255,33.625158999818993,387,GLE,"Gainesville, Texas",Gainesville,TX,48
-120.952912999792289,39.098873999702761,388,COX,"Colfax, California",Colfax,CA,06
-113.979163999793172,48.496217999989106,389,WGL,"West Glacier, Montana",West Glacier,MT,30
-79.071775999642568,38.147639000018359,390,STA,"Staunton, Virginia",Staunton,VA,51
-77.298789999674952,38.797270999959984,391,BCV,"Burke Centre, VA",Burke Centre,VA,51
-94.043082000268868,33.420066999842682,392,TXA,"Texarkana, Arkansas",Texarkana,AR,05
-71.794811999651373,42.261477999749403,393,WOR,"Worcester, Massachusetts",Worcester,MA,25
-94.795331000001624,46.354601000174689,394,SPL,"Staples, Minnesota",Staples,MN,27
-95.4890999999283,32.662048999785199,395,MIN,"Mineola, Texas",Mineola,TX,48
-81.951873999689951,28.045603000337614,396,LAK,"Lakeland, Florida",Lakeland,FL,12
-78.011780000207651,40.483664999683391,397,HGD,"Huntingdon, Pennsylvania",Huntingdon,PA,42
-82.096684999858212,41.370033000285474,398,ELY,"Elyria, Ohio",Elyria,OH,39
-89.782564999874339,30.278372000109297,399,SDL,"Slidell, Louisiana",Slidell,LA,22
-122.270586999688675,41.211126999940269,400,DUN,"Dunsmuir (Amtrak Station), California",Dunsmuir,CA,06
-87.506510999856332,41.69115499982049,401,HMI,"Hammond-Whiting, Indiana",Hammond-Whiting,IN,18
-72.600764999980953,42.585457999990723,402,GFD,"Greenfield, MA",Greenfield,MA,25
-84.551798999683612,41.48031899973904,403,BYN,"Bryan, Ohio",Bryan,OH,39
-104.507981000421211,37.172688000034753,404,TRI,"Trinidad, Colorado",Trinidad,CO,08
-86.899187000094656,40.044705000134925,405,CRF,"Crawfordsville (Amtrak), Indiana",Crawfordsville,IN,18
-90.451334000428375,31.244466999805141,406,MCB,"McComb, Mississippi",McComb,MS,28
-105.642735999746392,48.091671999949817,407,WPT,"Wolf Point, Montana",Wolf Point,MT,30
-88.159125999999603,40.310904999916708,408,RTL,"Rantoul, Illinois",Rantoul,IL,17
-73.451772999792311,44.187288000270428,409,WSP,"Westport, New York",Westport,NY,36
-77.145994999636812,39.084547000170126,410,RKV,"Rockville, Maryland",Rockville,MD,24
-111.664001000363015,40.22595699984317,411,PRO,"Provo, Utah",Provo,UT,49
-97.407763000252629,30.567666999809603,412,TAY,"Taylor, Texas",Taylor,TX,48
-72.751805999900938,44.335010999957881,413,WAB,"Waterbury, Vermont",Waterbury-Stowe,VT,50
-80.304003999631661,37.786443000107447,414,WSS,"White Sulphur Springs, West Virginia",White Sulphur Springs,WV,54
-97.404756000331815,31.44335200031859,415,MCG,"McGregor, Texas",McGregor,TX,48
-81.092903999750121,40.921274999693978,416,ALC,"Alliance, Ohio",Alliance,OH,39
-117.649568999747544,34.061671999704615,417,ONA,"Ontario, California",Ontario,CA,06
-102.389378999824828,48.319812999709818,418,STN,"Stanley, North Dakota",Stanley,ND,38
-98.38753400012672,40.584276000058026,419,HAS,"Hastings, Nebraska",Hastings,NE,31
-83.819693999748424,34.288896999799647,420,GNS,"Gainesville, Georgia",Gainesville,GA,13
-79.592813000321172,40.020281999719458,421,COV,"Connellsville, Pennsylvania",Connellsville,PA,42
-122.349935000088792,48.242638000045304,422,STW,"Stanwood, WA",Stanwood,WA,53
-115.548889999748653,48.394841999716178,423,LIB,"Libby, Montana",Libby,MT,30
-103.66151299981756,30.357302000043063,424,ALP,"Alpine, Texas",Alpine,TX,48
-95.845997999702519,46.819692000224109,425,DLK,"Detroit Lakes, Minnesota",Detroit Lakes,MN,27
-100.016960999903873,37.752305999979207,426,DDG,"Dodge City, Kansas",Dodge City,KS,20
-85.832145000050104,33.649112000136924,427,ATN,"Anniston, Alabama",Anniston,AL,01
-105.212778999773349,35.59343200001917,428,LSV,"Las Vegas, New Mexico",Las Vegas,NM,35
-90.393340999795754,36.753995000230439,429,PBF,"Poplar Bluff, Missouri",Poplar Bluff,MO,29
-106.636188000037833,48.194853999995921,430,GGW,"Glasgow, Montana",Glasgow,MT,30
-79.699218000160755,34.883663000081441,431,HAM,"Hamlet, North Carolina",Hamlet,NC,37
-97.931522000446705,38.055712000020932,432,HUT,"Hutchinson, Kansas",Hutchinson,KS,20
-105.935503000096077,40.084187999980678,433,GRA,"Granby, Colorado",Granby,CO,08
-79.385082999624871,40.317405000334119,434,LAB,"Latrobe, Pennsylvania",Latrobe,PA,42
-114.61557099999736,32.723139000037378,435,YUM,"Yuma, Arizona",Yuma,AZ,04
-110.694981000080048,35.021666000313687,436,WLO,"Winslow, Arizona",Winslow,AZ,04
-72.44459700032418,43.136540000146219,437,BLF,"Bellows Falls, Vermont",Bellows Falls,VT,50
-73.171336999972866,43.613381999697538,438,CNV,"Castleton, VT",Castleton,VT,50
-97.218459999944002,34.741734999634104,439,PVL,"Pauls Valley, Oklahoma",Pauls Valley,OK,40
-90.441070000010683,31.582961000111748,440,BRH,"Brookhaven, Mississippi",Brookhaven,MS,28
-98.861372000319847,48.11046800006384,441,DVL,"Devils Lake, North Dakota",Devils Lake,ND,38
-80.830811999579367,27.251867000214027,442,OKE,"Okeechobee, Florida",Okeechobee,FL,12
-99.997556000073104,48.369845999713263,443,RUG,"Rugby, North Dakota",Rugby,ND,38
-86.109040999846229,41.980941000073287,444,DOA,"Dowagiac, Michigan",Dowagiac,MI,26
-117.732210000298679,40.969044000031573,445,WNN,"Winnemucca, Nevada",Winnemucca,NV,32
-86.111646000084164,42.314519000308692,446,BAM,"Bangor, Michigan",Bangor,MI,26
-94.361617000270329,41.056919999858067,447,CRN,"Creston, Iowa",Creston,IA,19
-97.382332999811354,32.349742999670596,448,CBR,"Cleburne, Texas",Cleburne,TX,48
-107.872242000280437,48.360477000139163,449,MAL,"Malta, Montana",Malta,MT,30
-90.415230000388846,32.848477000328458,450,YAZ,"Yazoo City, Mississippi",Yazoo City,MS,28
-81.936916999903673,34.953735999738058,451,SPB,"Spartanburg, South Carolina",Spartanburg,SC,45
-88.888772000185071,36.525704000237553,452,FTN,"Fulton, Kentucky",Fulton,KY,21
-121.468729999949403,45.715020000177283,453,BNG,"Bingen-White Salmon, Washington",Bingen-White Salmon,WA,53
-89.262263999687804,36.112710999652485,454,NBN,"Newbern-Dyersburg, Tennessee",Newbern-Dyersburg,TN,47
-89.127932999847275,31.692167999933233,455,LAU,"Laurel, Mississippi",Laurel,MS,28
-86.905385000059326,41.721102999844469,456,MCI,"Michigan City, Indiana",Michigan City,IN,18
-103.80281800029779,40.247169000020094,457,FMG,"Fort Morgan, Colorado",Fort Morgan,CO,08
-93.217037000020255,30.238126000173057,458,LCH,"Lake Charles, Louisiana",Lake Charles,LA,22
-119.549266999558895,47.320948000192466,459,EPH,"Ephrata, Washington",Ephrata,WA,53
-81.143634999862968,33.326183999718836,460,DNK,"Denmark, South Carolina",Denmark,SC,45
-80.62518999990175,34.248156999877551,461,CAM,"Camden, South Carolina",Camden,SC,45
-73.086190999641275,44.812360000051562,462,SAB,"St. Albans, Vermont",St. Albans,VT,50
-90.956765999793902,36.067660000359083,463,WNR,"Walnut Ridge, Arkansas",Walnut Ridge,AR,05
-94.127367000434958,30.076457999946324,464,BMT,"Beaumont, Texas",Beaumont,TX,48
-117.025435000347358,34.904820000316413,465,BAR,"Barstow (Amtrak), California",Barstow,CA,06
-82.832501000419285,34.691114999895376,466,CSN,"Clemson, South Carolina",Clemson,SC,45
-87.518075999757329,41.515413000159185,467,DYE,"Dyer, Indiana",Dyer,IN,18
-78.240469999762894,40.667704999678158,468,TYR,"Tyrone, Pennsylvania",Tyrone,PA,42
-100.625791999911385,40.197634000078217,469,MCK,"McCook, Nebraska",McCook,NE,31
-116.547913000190874,33.89749100033805,470,PSN,"Palm Springs (Train), California",Palm Springs,CA,06
-113.610942000142487,48.275543000139152,471,ESM,"Essex, Montana",Essex,MT,30
-74.952187000159739,40.0716629997955,472,CWH,"Cornwells Heights, Pennsylvania",Cornwells Heights,PA,42
-81.060693999736188,37.856594000258795,473,PRC,"Prince, West Virginia (Beckley)",Prince,WV,54
-110.165228000135798,38.992039000116513,474,GRI,"Green River, Utah",Green River,UT,49
-112.331584000163176,48.638363999974274,475,CUT,"Cut Bank, Montana",Cut Bank,MT,30
-87.998055000013608,40.75254699972421,476,GLM,"Gilman, Illinois",Gilman,IL,17
-83.331542000374696,34.578456000299248,477,TCA,"Toccoa, Georgia",Toccoa,GA,13
-72.377644000028454,43.368330000143523,478,CLA,"Claremont, New Hampshire",Claremont,NH,33
-89.680259999924743,30.524605999867948,479,PIC,"Picayune, Mississippi",Picayune,MS,28
-79.82736299973223,37.814521000146165,480,CLF,"Clifton Forge, Virginia",Clifton Forge,VA,51
-73.458753000279756,44.042296999804414,481,POH,"Port Henry, New York",Port Henry,NY,36
-82.639602999835731,38.480874999711865,482,AKY,"Ashland, Kentucky",Ashland,KY,21
-83.771074000129005,38.652147999833204,483,MAY,"Maysville,  Kentucky",Maysville,KY,21
-73.389680999992919,43.853788000256131,484,FTC,"Ticonderoga, New York",Ticonderoga,NY,36
-99.371240999859225,40.435926000283821,485,HLD,"Holdrege, Nebraska",Holdrege,NE,31
-110.85389399971676,39.684036000269046,486,HER,"Helper, Utah",Helper,UT,49
-110.29690400040802,31.96875800031286,487,BEN,"Benson, Arizona",Benson,AZ,04
-87.155120999585506,40.943280999961893,488,REN,"Rensselaer, Indiana",Rensselaer,IN,18
-72.665458999645139,43.922398000195024,489,RPH,"Randolph, Vermont",Randolph,VT,50
-100.90266199976827,29.362202000376538,490,DRT,"Del Rio, Texas",Del Rio,TX,48
-71.420033000010804,42.275993000300218,491,FRA,"Framingham, Massachusetts",Framingham,MA,25
-102.618573999893442,38.089623000254868,492,LMR,"Lamar, Colorado",Lamar,CO,08
-91.823809000190366,30.008415000317783,493,NIB,"New Iberia, Louisiana",New Iberia,LA,22
-73.403206999701268,43.554693999946352,494,WHL,"Whitehall, New York",Whitehall,NY,36
-92.814017999661075,34.365483999915853,495,MVN,"Malvern, Arkansas",Malvern,AR,05
-117.750620999894466,34.059224000100521,496,POS,"Pomona (Sunset Ltd), California",Pomona,CA,06
-97.357416000279329,35.012033000310474,497,PUR,"Purcell, Oklahoma",Purcell,OK,40
-93.592246999656069,33.668912999634905,498,HOP,"Hope, AR",Hope,AR,05
-84.755813999556182,42.247196000219269,499,ALI,"Albion, Michigan",Albion,MI,26
-113.013151000329316,48.534067000215131,500,BRO,"Browning, Montana",Browning,MT,30
-90.39434699972621,31.86132000029226,501,HAZ,"Hazlehurst, Mississippi",Hazlehurst,MS,28
-90.815246000126876,29.746677999830094,502,SCH,"Schriever, Louisiana",Schriever,LA,22
-107.754346000159785,32.271769999627779,503,DEM,"Deming, New Mexico",Deming,NM,35
-81.16236600002425,35.269185999653637,504,GAS,"Gastonia, North Carolina",Gastonia,NC,37
-120.966142000298021,45.657669000037352,505,WIH,"Wishram, Washington",Wishram,WA,53
-73.371092999946839,44.994869999769612,506,RSP,"Rouses Point, New York",Rouses Point,NY,36
-75.155114000085973,39.996779999925202,507,PHN,"Philadelphia (North), Pennsylvania",North Philadelphia,PA,42
-72.602309000036783,42.204156000246691,508,HLK,"Holyoke, Massachusetts",Holyoke,MA,25
-93.053283999803497,34.113918999937454,509,ARK,"Arkadelphia, Arkansas",Arkadelphia,AR,05
-72.384958000426721,43.479907999899552,510,WNM,"Windsor, Vermont",Windsor-Mt. Ascutney,VT,50
-82.96375099982086,38.721281000063016,511,SPM,"South Shore-South Portsmouth, Kentucky",South Portsmouth,KY,21
-81.32403000038714,38.180743000140936,512,MNG,"Montgomery, West Virginia",Montgomery,WV,54
-85.133379999907817,39.645968999840299,513,COI,"Connersville, Indiana",Connersville,IN,18
-108.707025000434271,32.350069999931435,514,LDB,"Lordsburg, New Mexico",Lordsburg,NM,35
-73.403535999589209,44.524078999963422,515,PRK,"Port Kent, New York",Port Kent,NY,36
-80.644855999848431,37.724277000221036,516,ALD,"Alderson, West Virginia",Alderson,WV,54
-81.078753999702712,37.956986000271655,517,THN,"Thurmond, West Virginia",Thurmond,WV,54
-102.398746000091975,30.139951000175316,518,SND,"Sanderson, Texas",Sanderson,TX,48
,,519,ACD,"Arcadia, Missouri",Arcadia,MO,29
-87.492746999598296,31.024229000223741,520,ATR,"Artmore, Alabama",Artmore,AL,01
-89.333337999789848,30.314199999702797,521,BAS,"Bay St. Louis, Mississippi",Bay St. Louis,MS,28
-88.885375000276966,30.408387000372887,522,BIX,"Biloxi, Mississippi",Biloxi,MS,28
-85.539884999863617,30.794250000209743,523,CIP,"Chipley, Florida",Chipley,FL,12
-86.558549999963091,30.764235000295599,524,CSV,"Crestview, Florida",Crestview,FL,12
-104.688499999895583,40.423999999862325,525,GRE,"Greeley, Colorado",Greeley,CO,08
-83.413218000104877,30.459877999641311,526,MDO,"Madison, Florida",Madison,FL,12
-88.047508000209447,30.708107999633853,527,MOE,"Mobile, Alabama",Mobile,AL,01
-87.205038000286791,30.417749000384422,528,PNS,"Pensacola, Florida",Pensacola,FL,12
-84.289348000385942,30.432611000232292,529,TLH,"Tallahassee, Florida",Tallahassee,FL,12
